"country_of_residence","inputstate","res_region","res_division","votereg","ND_votereg","inputregstate","reg_region","reg_division","birthyr","age5","state_election_type","primaryvote","partyvote","ENTHUSIM","gnddirect","CHOICE20_MD1_1","CHOICE20_MD1_2","CHOICE20_MD1_3","CHOICE20_MD1_4","CHOICE20_MD1_5","CHOICE20_MD2_1","CHOICE20_MD2_2","CHOICE20_MD2_3","CHOICE20_MD2_4","CHOICE20_MD2_5","CHOICE20_MD3_1","CHOICE20_MD3_2","CHOICE20_MD3_3","CHOICE20_MD3_4","CHOICE20_MD3_5","CHOICE20_MD4_1","CHOICE20_MD4_2","CHOICE20_MD4_3","CHOICE20_MD4_4","CHOICE20_MD4_5","CHOICE20_MD5_1","CHOICE20_MD5_2","CHOICE20_MD5_3","CHOICE20_MD5_4","CHOICE20_MD5_5","CHOICE20_MD6_1","CHOICE20_MD6_2","CHOICE20_MD6_3","CHOICE20_MD6_4","CHOICE20_MD6_5","CHOICE20_MD7_1","CHOICE20_MD7_2","CHOICE20_MD7_3","CHOICE20_MD7_4","CHOICE20_MD7_5","CHOICE20_MD8_1","CHOICE20_MD8_2","CHOICE20_MD8_3","CHOICE20_MD8_4","CHOICE20_MD8_5","CHOICE20_MD9_1","CHOICE20_MD9_2","CHOICE20_MD9_3","CHOICE20_MD9_4","CHOICE20_MD9_5","CHOICE20_MD10_1","CHOICE20_MD10_2","CHOICE20_MD10_3","CHOICE20_MD10_4","CHOICE20_MD10_5","CHOICE20_MD11_1","CHOICE20_MD11_2","CHOICE20_MD11_3","CHOICE20_MD11_4","CHOICE20_MD11_5","CHOICE20_MD12_1","CHOICE20_MD12_2","CHOICE20_MD12_3","CHOICE20_MD12_4","CHOICE20_MD12_5","CHOICE20_MD13_1","CHOICE20_MD13_2","CHOICE20_MD13_3","CHOICE20_MD13_4","CHOICE20_MD13_5","CHOICE20_MD14_1","CHOICE20_MD14_2","CHOICE20_MD14_3","CHOICE20_MD14_4","CHOICE20_MD14_5","CHOICE20_MD15_1","CHOICE20_MD15_2","CHOICE20_MD15_3","CHOICE20_MD15_4","CHOICE20_MD15_5","CHOICE20_MD16_1","CHOICE20_MD16_2","CHOICE20_MD16_3","CHOICE20_MD16_4","CHOICE20_MD16_5","CHOICE20_MD17_1","CHOICE20_MD17_2","CHOICE20_MD17_3","CHOICE20_MD17_4","CHOICE20_MD17_5","cand_allocator_djt_1","cand_allocator_col_1","cand_allocator_wom_1","cand_allocator_yng_1","cand_allocator_m4a_1","cand_allocator_abt_1","cand_allocator_ira_1","cand_allocator_rep_1","cand_allocator_fp_1","cand_allocator_exp_1","cand_allocator_leg_1","cand_allocator_ice_1","cand_allocator_env_1","cand_allocator_min_1","cand_allocator_rur_1","cand_allocator_tax_1","cand_allocator_oil_1","cand_allocator_imp_1","app_dtrmp","turnout16","presvote16post","presvote16post_t","turnout18post","housevote18post","housevote18post_t","pid3","pid3_t","pid7","pid3_condensed","ideo5","ideo3","pp18_polactions_1","pp18_polactions_2","pp18_polactions_3","pp18_polactions_4","pp18_polactions_5","pp18_polactions_6","pp18_polactions_7","pp18_polactions_8","pp18_polactions_t","gender","educ","educ4","educ2","race","race_t","race4","race3","race2","hispanic","anychild","child18","marstat","urbancity","urbancity_t","faminc_new","faminc5","employ","job","union_combined_1","union_combined_5","union_combined_2","union_combined_6","union_combined_3","union_combined_4","newsint","religpew","religpew_t","pew_bornagain","pew_churatd","weight"
840,40,3,7,1,,40,3,7,1951,5,2,1,1,10,2,2,,1,,,1,,,2,,1,,,,2,,1,2,,,1,,,,2,1,,,2,,,2,1,,,,1,,2,,1,2,,,,2,,,1,,,1,2,,,1,,,,2,1,,,,2,,,,1,2,,,2,1,,2,1,,,,,,1,2,,0,0,0,0,0,28,0,0,0,13,0,0,31,0,0,28,0,0,4,1,1,"__NA__",1,1,"__NA__",3,"__NA__",3,3,3,2,0,0,0,0,1,1,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,2,1,1,"__NA__",9,3,5,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,5,1.2056
840,42,1,2,1,,42,1,2,1990,1,2,3,2,10,4,1,,,2,,,,1,2,,,1,,,2,,1,,,2,2,,,,1,,,2,,1,,1,,,2,2,1,,,,2,,1,,,,,1,2,,1,,2,,,,,2,,1,,,2,,1,1,2,,,,,2,1,,,,,1,2,,,,2,,1,0,0,0,0,0,34,0,41,0,0,25,0,0,0,0,0,0,0,3,2,7,"__NA__",2,,"__NA__",2,"__NA__",6,2,3,2,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,1,5,4,"__NA__",5,2,1,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,5,0.3782
840,33,1,1,1,,33,1,1,1945,5,2,1,2,10,2,2,,,1,,,2,,1,,,2,1,,,2,,,1,,2,,,1,,1,2,,,,2,1,,,,2,,,,1,2,1,,,,1,,,2,,,2,1,,,2,,,1,,2,,,,1,,,2,1,,2,,1,,,2,,,1,,1,,,,2,3,18,3,4,3,3,4,16,5,8,3,4,4,6,6,3,3,4,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",4,3,5,3,0,1,1,1,0,1,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,1,4,"__NA__",6,2,5,"__NA__",0,0,1,0,0,0,1,2,"__NA__",2,4,2.9694
840,6,4,9,1,,6,4,9,1950,5,2,1,1,9,1,,,2,,1,,1,2,,,2,1,,,,2,1,,,,1,,2,,,1,2,,,,1,,,2,,,,1,2,,1,,2,,,1,,2,,,,1,,2,,1,,2,,,1,2,,,,,,1,2,,2,1,,,,1,,,2,,1,2,,,,57,0,0,36,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,3,2,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,2,2,5,1,"__NA__",2,1,5,"__NA__",0,0,0,0,1,0,1,3,"__NA__",2,1,0.4896
840,19,2,4,1,,19,2,4,1944,5,1,1,2,10,4,2,,1,,,,2,,1,,,2,,1,,,,2,1,,,2,,,1,2,,,,1,2,,,,1,,1,2,,,2,,,,1,1,2,,,,,1,,2,,2,1,,,,2,,1,,,,,2,,1,,2,,,1,2,,,,1,,2,,1,,0,0,0,0,0,2,0,50,10,0,10,0,5,0,20,3,0,0,2,1,2,"__NA__",1,2,"__NA__",3,"__NA__",4,3,3,2,0,0,0,0,0,1,0,0,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,4,4,"__NA__",97,6,2,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,2,0.6048
840,23,1,1,1,,23,1,1,1959,4,2,1,3,10,3,,1,,2,,,2,1,,,2,,,1,,,2,1,,,,1,,2,,,1,,2,,1,,,2,,1,,2,,,,2,,,1,2,1,,,,,2,1,,,2,,,1,,,,1,2,,,1,2,,,,2,,,1,,1,2,,,,,,1,2,0,0,0,20,0,0,0,50,0,0,0,0,0,0,10,0,20,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",4,3,3,2,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,2,2,5,3,"__NA__",4,2,1,"__NA__",0,0,0,0,1,0,4,1,"__NA__",2,1,0.9179
840,6,4,9,1,,6,4,9,1972,3,2,1,1,10,2,2,1,,,,1,,,,2,,1,,,2,,,2,,1,1,2,,,,,1,,,2,1,,,,2,2,,1,,,1,,2,,,,2,1,,,1,,,,2,1,,,2,,1,2,,,,1,2,,,,,1,2,,,2,1,,,,1,,,2,,31,1,2,1,15,27,0,0,0,4,3,0,9,1,2,3,1,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,1,0,1,1,0,0,"__NA__",1,5,3,2,1,"__NA__",1,1,1,2,1,1,1,2,"__NA__",11,4,1,"__NA__",0,0,0,0,1,0,1,3,"__NA__",2,4,1.0886
840,13,3,5,1,,13,3,5,1974,3,2,1,2,10,5,,2,,,1,,,2,,1,,2,,,1,1,,2,,,2,,,,1,,,2,1,,2,,,1,,2,,,,1,2,,,,1,1,2,,,,,2,,1,,2,,,,1,,,1,2,,,2,,1,,,2,1,,,2,,1,,,1,,,,2,0,0,18,14,0,0,11,37,20,0,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,1,0,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,1,1,3,"__NA__",97,6,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,2,1.2207
840,29,2,4,1,,29,2,4,1969,3,2,2,2,10,5,2,,,1,,,,,2,1,2,,,,1,,,2,1,,2,,1,,,1,,2,,,,1,2,,,,2,,1,,2,1,,,,,,2,1,,,2,,1,,2,1,,,,,2,,,1,,1,,2,,,,,2,1,,2,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,2,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,4,3,0,0,0,0,0,0,0,1,"__NA__",1,3,2,1,1,"__NA__",1,1,1,2,2,2,5,4,"__NA__",4,2,1,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,4,1.079
840,19,2,4,1,,19,2,4,1981,2,1,3,2,7,6,2,,,,1,2,,,,1,,2,,,1,2,,,1,,1,,,2,,,2,,1,,2,1,,,,,1,2,,,2,1,,,,,1,2,,,2,,,1,,2,,,,1,2,1,,,,2,,,1,,,2,,,1,,2,1,,,2,1,,,,0,25,0,0,0,0,0,0,25,0,0,0,0,0,25,25,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",2,6,4,2,1,"__NA__",1,1,1,2,2,2,5,4,"__NA__",6,2,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,4,1.202
840,17,2,3,1,,17,2,3,1954,5,2,1,1,10,3,,1,,,2,1,,,,2,1,,,,2,,1,,,2,2,,1,,,1,,,,2,1,,,,2,1,,,,2,1,,,2,,1,,,,2,1,,2,,,1,,,,2,,1,,2,,,,1,,2,,2,,1,,,1,,2,,,,1,,2,50,0,0,0,0,10,0,10,0,0,0,0,20,0,10,0,0,0,4,1,1,"__NA__",1,1,"__NA__",3,"__NA__",3,3,2,1,0,1,0,0,0,0,0,0,"__NA__",2,5,3,2,4,"__NA__",4,1,2,2,1,2,3,2,"__NA__",97,6,5,"__NA__",0,1,0,0,0,0,1,1,"__NA__",2,5,1.0155
840,9,1,1,1,,9,1,1,1961,4,2,4,3,10,2,1,,,,2,1,,,2,,1,,,,2,,1,,,2,1,,,,2,1,,2,,,1,2,,,,,1,,2,,1,2,,,,2,,,1,,,1,,,2,,,1,,2,1,2,,,,,,2,1,,,1,,,2,,1,,,2,,,1,2,,25,0,0,0,15,0,0,15,0,0,0,0,5,0,15,15,10,0,1,1,1,"__NA__",1,1,"__NA__",3,"__NA__",4,3,3,2,0,0,1,1,1,1,0,0,"__NA__",1,5,3,2,1,"__NA__",1,1,1,2,1,2,5,3,"__NA__",6,2,1,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,6,0.7237
840,45,3,5,1,,45,3,5,1964,4,2,1,2,0,5,,2,1,,,,2,,,1,,2,,,1,,2,,,1,2,,,,1,2,,,,1,,,2,,1,,,2,1,,2,,1,,,,2,,1,,,2,,,1,2,,,,1,2,,1,,,,,2,1,,,,,2,1,,2,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,1,0,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",8,3,3,"__NA__",0,0,0,0,1,0,1,5,"__NA__",2,5,1.0627
840,42,1,2,1,,42,1,2,1953,5,2,1,1,9,1,,1,,2,,,1,,,2,,1,,,2,,1,,,2,1,,,,2,1,,,,2,1,,,,2,,,1,2,,1,,,,2,2,1,,,,1,,,,2,1,,,,2,1,,,2,,,1,,,2,,1,,,2,1,,,,2,1,,,2,,98,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,1,0,0,1,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,2,3,3,"__NA__",7,3,5,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,6,1.0414
840,39,2,3,1,,39,2,3,1986,2,2,1,1,10,1,1,,,,2,,1,,2,,1,,2,,,,1,,,2,1,,,2,,1,,,,2,,,1,,2,2,1,,,,1,,,,2,1,,2,,,,1,,,2,1,,,2,,1,2,,,,,2,1,,,,,,1,2,2,1,,,,,,1,,2,30,0,0,0,3,0,0,0,0,6,0,0,61,0,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,3,2,0,0,0,0,1,1,0,0,"__NA__",2,6,4,2,1,"__NA__",1,1,1,2,2,2,5,1,"__NA__",6,2,1,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,5,0.9713
840,18,2,3,1,,18,2,3,1948,5,2,1,2,10,5,,2,,1,,,,2,,1,,2,,,1,,,,1,2,,2,,,1,,,2,,1,,,2,,1,,,,1,2,2,,,,1,,,2,1,,,2,,1,,2,1,,,,,2,,1,,,,2,1,,,,1,2,,,2,1,,,,1,2,,,0,0,0,0,0,0,0,55,0,34,11,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,1,0,1,0,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,2,1,4,"__NA__",11,4,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,4,1.4606
840,38,2,4,1,1,38,2,4,1953,5,2,1,1,9,1,1,,2,,,1,,,2,,,1,2,,,,2,1,,,1,2,,,,,1,,2,,1,,2,,,1,,,2,,1,,2,,,,2,1,,,1,,,2,,,2,1,,,2,,,1,,,1,,,2,1,,,,2,1,,,,2,,2,,,1,58,0,0,0,15,13,0,3,0,0,0,0,11,0,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,1,0,1,1,0,0,"__NA__",1,5,3,2,1,"__NA__",1,1,1,2,1,2,3,3,"__NA__",5,2,5,"__NA__",0,1,0,0,0,0,1,1,"__NA__",2,5,1.1293
840,28,3,6,1,,28,3,6,1965,3,2,1,1,10,5,,,2,1,,2,,,1,,,2,,,1,,,1,2,,,2,,1,,,,1,2,,2,,,,1,,,2,1,,2,,,1,,,,,1,2,,1,,,2,2,,,,1,,,1,,2,,1,2,,,1,2,,,,,,2,1,,,1,2,,,0,0,0,0,0,0,0,60,0,0,15,0,0,0,25,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",4,3,3,2,0,0,1,0,0,0,0,0,"__NA__",1,6,4,2,1,"__NA__",1,1,1,2,1,2,1,4,"__NA__",12,5,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,2,1.232
840,47,3,6,1,,47,3,6,1962,4,2,5,1,10,1,,1,2,,,1,,,2,,1,,,,2,1,,,2,,1,2,,,,1,,,,2,,2,1,,,,,1,2,,1,2,,,,2,,,1,,1,,,,2,1,,,2,,,,1,2,,1,,,,2,,,2,1,,,1,,,2,,,1,,2,10,5,5,0,10,5,10,5,10,0,0,0,20,0,0,5,15,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,1,1,0,1,0,0,0,"__NA__",2,6,4,2,1,"__NA__",1,1,1,2,2,2,5,1,"__NA__",97,6,1,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,6,1.021
840,27,2,4,1,,27,2,4,1944,5,2,1,1,8,3,2,1,,,,1,,,,2,,2,,1,,1,,2,,,1,2,,,,2,1,,,,1,2,,,,,1,2,,,2,,,,1,2,,,,1,,1,,,2,2,,,1,,2,,,1,,1,,2,,,1,2,,,,,1,2,,,2,,1,,,0,80,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,1,2,"__NA__",1,1,"__NA__",3,"__NA__",3,3,3,2,0,0,0,0,0,1,0,0,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,1,4,"__NA__",97,6,5,"__NA__",0,0,0,1,0,0,2,2,"__NA__",2,6,0.6048
840,53,4,9,1,,53,4,9,1950,5,2,1,2,9,5,,2,,,1,,2,,1,,,2,,,1,,,1,2,,,1,2,,,,1,2,,,1,,,2,,2,,,,1,2,1,,,,2,,1,,,1,2,,,,2,,,1,,,2,,1,,1,,2,,,,2,,,1,,2,1,,,,1,2,,,0,0,0,0,0,0,20,0,0,0,0,0,10,0,10,10,50,0,2,1,2,"__NA__",1,3,"__NA__",3,"__NA__",5,3,5,3,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,1,1,"__NA__",11,4,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,6,0.6059
840,12,3,5,1,,12,3,5,1946,5,2,1,1,10,1,,1,,,2,,1,,,2,,1,,,2,2,1,,,,1,,,,2,,1,,2,,,,1,,2,1,,,2,,1,,,,2,,2,1,,,,1,,2,,1,,,,2,1,,,,2,,1,,2,,,1,2,,,1,,,,2,1,2,,,,0,0,0,0,0,0,0,1,0,0,0,3,46,0,0,50,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,1,0,1,1,1,0,"__NA__",2,6,4,2,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",9,3,5,"__NA__",0,0,0,0,1,0,1,9,"__NA__",2,6,0.6497
840,12,3,5,1,,12,3,5,1961,4,2,1,1,10,1,1,,,,2,,1,,,2,,1,,,2,,,,2,1,1,,,,2,,1,,2,,1,,,,2,,,1,2,,1,,,,2,,2,1,,,1,,,2,,1,,,,2,1,,,2,,,,1,2,,,1,2,,,,1,,,2,,2,1,,,15,0,10,0,14,12,0,0,0,0,0,0,11,0,0,15,8,15,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",5,2,7,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,6,0.7656
840,45,3,5,1,,45,3,5,1951,5,2,1,1,10,1,,1,,2,,,1,,,2,,1,,,2,1,2,,,,1,,,,2,,1,,2,,1,,,,2,,,1,2,,1,,,,2,,2,1,,,1,,,2,,1,,,,2,,,,2,1,,,1,,2,,1,2,,,,1,,2,,,2,1,,,2,0,6,0,8,10,7,6,0,4,6,0,9,5,4,7,5,21,4,1,1,"__NA__",1,1,"__NA__",3,"__NA__",3,3,1,1,0,0,1,0,1,0,0,0,"__NA__",1,6,4,2,1,"__NA__",1,1,1,2,1,2,1,3,"__NA__",9,3,5,"__NA__",0,0,0,0,1,0,1,9,"__NA__",2,6,0.6216
840,48,3,7,1,,48,3,7,1979,2,2,3,1,6,3,1,,2,,,,2,1,,,2,1,,,,,2,1,,,,,,2,1,,1,,,2,,2,,,1,,,1,2,,2,1,,,,,2,,,1,1,,,,2,1,,,,2,,1,,2,,1,,,,2,1,,2,,,,,1,2,,,1,,2,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,"__NA__",1,1,"__NA__",1,"__NA__",2,1,6,2,0,0,0,1,0,0,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,1,1,1,"__NA__",8,3,1,"__NA__",0,0,1,0,0,0,2,7,"__NA__",2,5,0.5706
840,16,4,8,1,,16,4,8,1939,5,2,1,2,7,5,2,,,,1,1,2,,,,2,,1,,,,,2,,1,,1,2,,,2,,,,1,1,,2,,,,2,,,1,2,,1,,,2,,1,,,1,2,,,,2,,,,1,,2,,1,,1,,,2,,,,,2,1,,2,,1,,,,2,,1,0,0,0,0,0,0,0,23,48,0,0,0,0,0,29,0,0,0,2,1,5,"__NA__",1,2,"__NA__",2,"__NA__",6,2,3,2,0,0,1,0,0,0,0,0,"__NA__",1,3,2,1,1,"__NA__",1,1,1,2,1,2,4,1,"__NA__",6,2,2,"__NA__",0,1,0,0,0,0,1,2,"__NA__",2,1,0.3711
840,13,3,5,1,,13,3,5,1974,3,2,1,1,10,3,,1,2,,,1,2,,,,,2,1,,,,1,2,,,2,,,1,,2,,1,,,1,,,,2,1,,,,2,,,,2,1,,2,,,1,1,,,,2,,2,,1,,1,2,,,,,1,,,2,,,1,2,,1,2,,,,,2,,,1,0,0,0,0,0,0,23,0,0,0,0,77,0,0,0,0,0,0,3,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,1,1,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,2,"__NA__",2,2,2,2,1,2,4,1,"__NA__",97,6,1,"__NA__",0,0,0,0,1,0,7,11,"__NA__",2,2,0.6103
840,36,1,2,1,,36,1,2,1957,4,2,1,1,10,1,,1,,,2,1,,,2,,1,,,,2,1,2,,,,1,2,,,,,1,,2,,1,,,,2,2,,,,1,1,,,,2,,2,1,,,1,,,2,,1,,,2,,,2,,,1,1,2,,,,,2,,1,,2,1,,,,,2,1,,,60,0,0,0,0,4,0,0,10,0,0,0,4,0,3,19,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,3,2,0,0,1,1,1,0,0,0,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,1,2,1,3,"__NA__",97,6,1,"__NA__",0,0,0,1,0,0,1,11,"__NA__",2,6,0.6613
840,37,3,5,1,,37,3,5,1948,5,2,1,1,10,5,,2,,,1,1,,2,,,,2,,,1,,,1,2,,,2,,1,,,,2,,1,1,,2,,,,,2,1,,2,1,,,,1,,,2,,1,2,,,,2,,,1,,,2,,,1,1,,,2,,,,1,2,,,2,,,1,,,2,1,,0,0,0,0,0,0,0,40,10,20,0,0,0,0,30,0,0,0,1,1,1,"__NA__",1,2,"__NA__",3,"__NA__",5,3,4,3,0,0,0,0,1,0,0,0,"__NA__",1,6,4,2,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",8,3,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,2,0.6216
840,37,3,5,1,,37,3,5,1960,4,2,1,2,10,5,,2,,,1,,,2,,1,,2,,,1,,,,1,2,2,,,1,,,,2,1,,,,2,1,,1,,,,2,2,,1,,,,1,2,,,,2,,1,,2,,,1,,,2,,,1,,1,2,,,,2,1,,,,2,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,1,0,1,0,0,0,"__NA__",1,5,3,2,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",8,3,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,3,1.0368
840,12,3,5,1,,12,3,5,1965,3,2,1,2,10,5,,2,,,1,,,2,,1,2,,,,1,,,,1,2,2,,,,1,,,2,1,,,,2,,1,,,,1,2,2,,,,1,,,2,1,,,2,,1,,2,,,,1,2,,,,1,,1,2,,,,,,2,1,,2,1,,,,1,2,,,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,1,1,0,1,1,0,0,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",12,5,7,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,4,0.9796
840,6,4,9,1,,6,4,9,1960,4,2,1,2,3,5,1,2,,,,2,,,,1,,2,1,,,2,1,,,,,2,,1,,,,,2,1,2,1,,,,,,2,,1,1,,2,,,1,2,,,,2,1,,,,1,2,,,,1,,2,,,2,,1,,,,2,,1,,2,1,,,,1,2,,,,0,0,2,0,3,3,4,31,4,3,7,0,0,3,7,25,8,0,2,1,2,"__NA__",1,1,"__NA__",4,"Moderate",4,3,3,2,0,0,1,0,1,0,1,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,2,6,2,"__NA__",4,2,5,"__NA__",0,1,0,0,0,0,2,1,"__NA__",2,6,1.0422
840,4,4,8,1,,4,4,8,1954,5,2,1,1,10,2,2,1,,,,1,2,,,,,2,,1,,2,,,1,,,,,2,1,1,2,,,,1,2,,,,1,,2,,,,2,,,1,2,,,1,,1,,,2,,,,2,,1,2,,1,,,1,,,,2,,2,1,,,1,2,,,,,,2,1,,30,0,0,0,12,0,0,19,0,0,9,0,0,0,0,18,8,4,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,2,3,3,"__NA__",3,1,5,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,6,1.1824
840,12,3,5,1,,12,3,5,1990,1,2,4,1,6,4,,2,,,1,2,,,,1,,,1,2,,1,,2,,,,,1,2,,,1,,,2,,1,,2,,,,1,,2,,,1,,2,1,,2,,,,2,,,1,1,,2,,,2,,,,1,1,,,,2,,2,1,,,1,2,,,,2,,,1,,25,0,0,0,25,0,0,0,0,0,25,0,0,0,0,25,0,0,2,1,5,"__NA__",2,,"__NA__",2,"__NA__",7,2,4,3,0,0,1,0,0,0,0,0,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,2,2,1,2,"__NA__",6,2,1,"__NA__",0,0,0,0,1,0,2,5,"__NA__",2,3,1.8868
840,39,2,3,1,,39,2,3,1966,3,2,1,1,10,2,1,,2,,,1,,,,2,,,1,,2,,1,,,2,,,,1,2,,1,,,2,1,,,,2,,,1,,2,1,,,2,,1,2,,,,1,,,2,,,,,1,2,1,,,2,,1,2,,,,,1,,2,,2,1,,,,,,2,,1,0,0,50,0,5,0,0,3,0,0,0,0,17,5,0,20,0,0,4,1,1,"__NA__",1,1,"__NA__",3,"__NA__",4,3,3,2,0,0,0,0,0,0,0,1,"__NA__",1,6,4,2,1,"__NA__",1,1,1,2,1,1,1,2,"__NA__",9,3,1,"__NA__",1,0,0,0,0,0,1,2,"__NA__",2,2,0.9746
840,28,3,6,1,,28,3,6,1956,4,2,1,2,10,5,,2,1,,,1,,2,,,2,,1,,,1,,,,2,,2,,1,,,1,2,,,2,1,,,,,,,1,2,2,,,1,,1,,2,,,1,2,,,,2,,,1,,2,,1,,,1,,2,,,1,2,,,,2,1,,,,2,,,1,,0,0,0,0,0,0,0,50,20,0,10,0,0,0,20,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,3,2,0,0,1,0,1,1,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,2,3,3,"__NA__",10,4,1,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,4,1.0627
840,48,3,7,1,,48,3,7,1965,3,2,1,1,10,6,,1,2,,,1,,,,2,1,,2,,,1,,2,,,1,,,2,,,,1,,2,1,2,,,,,1,2,,,1,,,,2,2,,,1,,1,,,2,,1,,,,2,1,,2,,,1,2,,,,2,1,,,,1,,2,,,,1,,2,,20,0,0,10,0,0,0,0,0,0,10,0,0,30,0,30,0,0,3,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,3,2,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,2,"__NA__",2,2,2,2,2,2,3,2,"__NA__",97,6,7,"__NA__",0,0,0,0,1,0,2,1,"__NA__",1,4,0.6103
